['0.0000000e+00', ' 2.1398472e+01', '-3.7991027e+00', ' 2.4707781e+01', '-1.9558276e+01', '-2.6100865e+01', '-1.8511861e+01', '-4.9896885e-01', '-1.6954116e+01', '-1.6174434e+01', '-6.7818098e+00', ' 3.3549935e+00', ' 1.8039066e+01', '-1.9683229e+01', '-1.8339842e+01', ' 9.3797252e+00', '-4.5513085e+00', ' 2.7160444e+01', '-9.6700733e+00', ' 3.4231604e+00', ' 1.9441361e+00', '-7.9816084e+00', ' 1.1454542e+01', '-2.2153420e+01', ' 1.9360816e+01', ' 5.0452188e-01', ' 2.5429889e+01', ' 7.5591115e+00', '-1.1047686e+01', ' 2.3360861e+00', ' 1.7711948e+01', ' 1.1516223e+01', ' 3.4472066e+00', '-9.2468938e-01', ' 1.0353789e+01', ' 1.5884841e+01', ' 6.4962815e+00', '-2.1013385e+01', '-5.0142027e+00', '-1.7470591e+01', ' 1.5553976e+00', ' 5.4802618e+00', ' 2.6787195e+01', ' 7.7050907e-01', ' 1.3534013e+01', ' 3.1925250e+00', ' 1.9347849e+01', ' 2.4391411e+01', ' 6.9701473e+00', '-5.4837915e+00', ' 7.2659437e+00', ' 1.6718847e+01', ' 1.3116689e+01', '-2.1007919e+00', ' 7.4734441e-01', ' 5.6625548e+00', ' 3.5760561e+00', '-1.0356454e+01', ' 3.7326893e+00', ' 1.8675322e-01', '-6.4663321e-01', '-2.1895984e+01', ' 1.0036899e+01', ' 1.3557643e+01', ' 1.8314780e+01', ' 1.2107075e+01', '-8.1425216e+00', '-1.4547388e+00', ' 5.3881221e+00', '-2.7493031e+00', '-5.9073307e+00', ' 5.9155658e+00', ' 1.7802799e+00', '-4.1589803e+00', ' 1.2212500e+01', ' 2.5308937e+00', ' 1.8536456e+01', ' 1.1679953e+01', ' 1.4439611e+01', '-2.7713441e+00', ' 2.4502672e+01', ' 2.0349897e+01', ' 8.4990469e+00', '-1.1918071e+00', '-1.4422591e+01', '-9.8385641e+00', '-6.7394479e+00', ' 1.2375461e+01', ' 6.2942815e+00', '-4.5135676e+00', ' 1.2640773e+01', '-6.0483138e+00', ' 1.1128604e+01', ' 1.5745953e+00', ' 7.3302478e+00', ' 1.2455999e+01', ' 1.8949804e+01', '-3.5675527e+00', '-1.6780453e+00', '-1.0862884e-01']
['3.3549935e+00', ' 2.7893085e+01', ' 2.1556704e+01', ' 1.8366565e+01', ' 2.1236654e+01', ' 1.2585726e+01', ' 2.3668618e+01', ' 4.9425157e+00', ' 2.3078809e+01', '-2.4423707e+01', ' 2.0772464e+01', ' 0.0000000e+00', '-1.9415277e+01', ' 2.5738010e+01', ' 7.1083381e+00', '-2.6275701e+01', '-2.2337913e+01', ' 1.4038648e+01', ' 1.3762856e+01', '-1.4446385e+00', '-2.5958462e+01', '-2.1373402e+01', '-2.8155860e+01', ' 1.7898187e+01', ' 2.2424579e+01', '-3.5397151e+00', '-1.0993322e+01', '-1.9788140e+00', ' 9.4836814e+00', '-1.0706020e+00', ' 1.6568404e+01', '-1.1417596e+01', ' 2.4997262e+01', '-1.3974084e+01', ' 1.0571703e+01', ' 2.0662860e+01', ' 8.7249867e+00', '-2.9824686e+01', '-1.1320972e+01', '-7.4173624e+00', ' 1.5153135e+00', '-5.3552352e+00', '-1.9347947e+01', ' 3.3869325e+00', '-6.1362962e+00', '-5.1214243e+00', ' 4.0804538e+00', '-1.6555261e+01', ' 1.8618985e+01', '-1.9712467e+01', '-4.9132636e+00', '-2.0427064e+00', ' 1.7083897e+01', ' 1.3404046e+01', ' 9.1967404e+00', ' 2.7631774e+01', ' 1.4496404e+01', '-2.1377560e+01', ' 6.1874695e+00', '-1.3152622e+01', ' 1.4315287e+01', '-1.2901194e+01', '-8.4840616e+00', '-1.4560943e+01', ' 6.1882333e+00', '-1.2237342e+01', ' 1.1091404e+01', ' 8.1113416e+00', '-1.9982003e+01', ' 1.7458459e+01', '-6.3792262e+00', ' 1.8112373e+01', ' 1.2159660e+01', '-1.1615597e+01', '-2.3844695e+01', '-5.0512718e+00', ' 1.7231160e+01', ' 1.9826255e+01', '-8.8670724e-03', ' 7.3033151e+00', ' 1.9839419e+01', ' 6.7311979e+00', '-6.2408899e+00', '-1.2123876e+01', ' 1.6770077e+01', ' 1.5947558e+01', '-2.5080950e+00', '-2.4673537e+00', '-4.0946566e+00', ' 1.5502648e+01', '-1.9632435e+01', '-1.2315627e+00', ' 3.9681423e+00', '-1.5102692e+01', '-1.0330893e+01', ' 3.6326804e+00', '-8.0279247e+00', '-1.6468433e+01', ' 2.7022954e+01', '-2.9790865e+01']
['1.8039066e+01', '-8.9108964e+00', ' 1.7717735e+01', ' 7.1611316e+00', ' 3.2527425e+01', '-1.6352655e+01', ' 2.9387024e+01', '-1.0479939e+01', ' 2.0845457e+01', ' 1.8392209e+01', '-2.0850055e+01', '-1.9415277e+01', ' 0.0000000e+00', ' 2.5612085e+01', '-2.2253458e+01', ' 3.5856319e+01', '-1.2913804e+01', ' 4.5112953e+00', '-2.6607416e+01', ' 1.3432533e+01', '-1.2987061e+01', '-5.2891095e+00', '-1.1534123e+01', '-7.8875707e+00', ' 1.0058637e+01', ' 1.7501002e+01', '-2.7246887e+00', ' 6.9567484e+00', ' 2.5154880e+01', '-1.3190572e+01', ' 4.1110511e-01', '-1.3680389e+01', '-8.1404962e+00', '-1.5594717e+01', '-1.8784564e+01', '-2.0309296e+01', ' 1.5400504e+01', '-2.0908845e+01', '-1.8523212e+01', ' 2.6768050e+01', ' 1.4390482e+01', ' 1.5123471e+01', ' 1.4280774e+01', ' 2.6356496e+01', ' 1.0350248e+01', '-1.1274629e+01', ' 2.3250884e+01', ' 2.8213547e+01', '-7.4564251e+00', ' 1.3588393e+01', '-1.4420234e+01', '-1.3780275e+01', '-1.1833213e+01', ' 1.5897760e+01', ' 1.3243490e+01', '-1.5840262e+01', ' 1.8007655e+01', '-2.1405130e+00', ' 1.4706121e+01', '-1.9035876e+01', ' 7.8145196e+00', '-2.2974573e+01', ' 9.5765393e+00', ' 4.6706653e+00', '-5.3479364e+00', '-1.0226831e+01', '-1.4162603e+00', ' 8.8512267e+00', '-7.9749187e+00', '-1.0792908e+01', ' 6.1353446e+00', '-8.5707092e-01', '-9.0810592e+00', '-4.9072142e+00', ' 2.4099658e+01', '-1.6457668e+00', ' 9.0244063e+00', '-2.2023130e+01', ' 9.4596097e+00', ' 6.1792577e+00', ' 2.2213725e+01', ' 1.5053860e+01', '-1.1537642e+01', '-2.2345997e+01', ' 3.3163080e+00', '-3.5699091e+00', '-2.3210568e+01', ' 1.3183643e+01', ' 1.3628871e+01', '-4.3165539e+00', '-2.8554965e+00', ' 1.0433758e+01', ' 1.1428140e+01', '-1.6520955e+01', '-1.8370166e+01', '-1.4909175e+01', '-7.1584712e+00', '-1.1327101e+01', ' 1.8292185e+01', ' 7.0857009e+00']
['-1.9683229e+01', ' 1.5499572e+01', '-1.2150432e+01', ' 9.1076003e-01', ' 1.3229753e+01', ' 1.3677604e+01', ' 3.4151072e+01', ' 2.0543946e+01', ' 1.3056104e+01', ' 2.7510240e+01', '-1.8050428e+01', ' 2.5738010e+01', ' 2.5612085e+01', ' 0.0000000e+00', '-2.7615502e+01', '-1.5943482e+01', '-2.4507168e+01', ' 2.4123079e+01', '-4.2229806e+00', '-1.8335654e+01', ' 1.5120984e+01', ' 2.5580400e-01', ' 2.2200648e+01', '-1.5581589e+01', ' 1.2270998e+01', '-3.7303059e+00', ' 1.8432997e+01', '-7.6644560e+00', '-1.6702669e+01', ' 2.6295416e+01', ' 7.2069287e+00', ' 1.4771181e+01', '-2.3586081e+01', '-6.4596116e+00', '-3.7120022e+00', ' 1.4935915e+01', ' 4.6218367e+00', ' 1.0255830e+01', '-4.8361591e+00', '-6.4550894e+00', '-1.3677331e+00', '-1.7505228e+01', ' 1.7596132e+01', ' 2.2991264e+01', '-4.0320894e+00', ' 1.7949167e+01', ' 3.1681038e+01', ' 5.5113281e+00', '-1.9964338e+01', '-1.3711007e+01', '-1.0255169e+01', '-1.1654201e+01', '-1.5572887e+01', '-1.3531112e+01', ' 8.2927946e+00', '-1.3601049e+01', ' 2.0325246e+01', '-2.5526538e-01', '-1.9185864e+01', ' 4.8797394e+00', '-2.3848113e+01', '-1.4425719e+01', ' 1.6508314e+01', ' 1.3860179e+01', ' 1.1027471e+01', '-2.3716016e+00', '-2.3640064e+01', '-7.6515335e+00', ' 6.5257877e+00', ' 1.4818245e+01', ' 8.8158145e-01', ' 2.9394754e-01', '-2.2530937e+01', '-1.2189275e+00', ' 2.3279320e+01', ' 1.4480892e+01', '-9.4837692e+00', '-4.9884212e+00', '-1.9217032e+01', '-2.0108104e+01', '-1.6362223e+01', ' 2.3849556e+01', ' 2.2449111e+01', '-2.6519294e+01', '-9.1453505e+00', '-2.2918701e+01', '-2.6028382e+00', ' 9.6976710e+00', ' 1.1250275e+01', '-2.1655759e+01', '-1.2016076e+01', '-8.0538739e+00', '-1.2698093e+01', ' 6.9996259e+00', ' 2.6030337e+01', '-4.9491851e+00', '-7.5112110e+00', ' 2.5827970e+00', ' 1.3883503e+01', '-8.8485829e+00']
['-1.8339842e+01', '-1.2552337e+01', '-2.1809935e+01', ' 1.6139857e+01', ' 3.0496292e+01', ' 1.1005592e+01', '-1.3858551e-01', '-1.6493098e+01', '-1.6567611e+01', '-2.8090467e+00', ' 1.1562686e+01', ' 7.1083381e+00', '-2.2253458e+01', '-2.7615502e+01', ' 0.0000000e+00', ' 1.8483129e+01', ' 2.3567034e+01', '-2.4152371e+00', '-2.0701838e+01', ' 6.3531821e+00', ' 2.1443320e+01', ' 2.4374356e+01', '-2.5949817e+01', ' 2.9580443e+01', '-6.4854210e+00', '-1.9617162e+01', ' 1.9355315e+01', ' 2.7917878e+00', '-6.8483334e+00', '-3.0905962e+01', '-1.2511518e+00', '-2.0729192e+01', ' 2.3708004e+01', ' 3.7652422e+00', ' 2.2074420e+01', ' 3.2395932e+01', ' 2.2131453e+01', ' 1.8085056e+01', '-2.6020735e+01', ' 1.4184453e+01', ' 2.6097815e+01', ' 1.0607238e+01', ' 3.4553341e+00', '-2.6327079e+01', '-2.2201597e+01', '-1.9874634e+01', ' 3.2491991e+01', ' 8.0164885e+00', ' 8.6816756e+00', '-2.4607990e+00', ' 4.9135177e+00', ' 2.4755531e+01', '-2.0888864e-01', '-1.5408623e+01', ' 4.8288338e+00', ' 1.7080359e+01', '-2.7727415e+01', ' 2.4682692e+01', '-4.3670242e+00', '-1.8043993e+01', '-2.0300428e+00', ' 1.9904062e+01', '-2.4015340e+01', ' 2.5869847e+01', ' 2.6392488e+01', ' 2.2741005e+01', ' 1.6281141e+01', ' 1.3141218e+01', '-1.2102522e+01', '-2.4228569e+01', ' 1.8515704e+01', '-1.3290404e+01', ' 7.3606539e+00', '-5.5155476e+00', ' 2.2142887e+01', ' 1.3112709e+01', ' 1.8522977e+01', '-1.5331989e+01', ' 2.0078118e+01', ' 1.0241832e+01', ' 8.8325998e+00', '-3.2716890e+00', ' 2.1577971e+01', '-2.3044521e+01', ' 9.6522157e+00', '-1.9012144e+01', '-2.1235736e+01', '-2.0907648e+01', '-1.3849809e+01', '-2.3128016e+00', ' 1.3955622e+01', '-2.1723472e+00', '-1.6041460e+01', '-4.6737684e+00', ' 2.0675141e+01', ' 1.0543857e+01', '-6.3339675e+00', ' 1.4979628e+01', '-2.1199506e+01', ' 2.1924634e+01']
['9.3797252e+00', ' 5.4908519e+00', ' 1.8303727e+00', ' 8.1731680e+00', ' 2.7181518e+01', '-9.7189264e+00', ' 2.6647905e+01', '-1.2333528e+01', ' 6.1585246e+00', '-1.4721749e+01', ' 1.3989565e+01', '-2.6275701e+01', ' 3.5856319e+01', '-1.5943482e+01', ' 1.8483129e+01', ' 0.0000000e+00', '-6.7236763e+00', ' 1.8677586e+01', ' 1.6480879e+01', '-1.8113597e+01', ' 1.0759960e+00', '-2.5950604e+01', '-1.7265847e+01', '-3.0553529e+01', ' 1.9004369e+01', '-2.2441030e+01', '-2.8275554e+00', '-1.0456864e+01', ' 6.1964878e+00', '-1.4517656e+01', ' 2.1312412e+01', ' 1.7280162e+01', ' 2.6627005e+01', '-1.8632202e+01', '-1.8706652e+01', '-2.8122483e+01', '-1.1213775e+01', ' 2.2144033e+01', '-7.9295882e-01', ' 9.6194595e+00', '-1.3977863e+01', ' 2.0078017e+01', '-1.4976012e+01', ' 2.2696056e+01', ' 6.4377924e+00', ' 2.3478617e+00', '-2.8031882e+01', ' 8.8577131e+00', '-8.9104963e+00', ' 7.1243009e+00', ' 3.3324889e+01', ' 2.8930461e+01', '-9.5380041e+00', '-1.3234069e+01', ' 1.3656753e+00', ' 2.6875440e+01', ' 2.6468396e+01', '-9.0465085e+00', '-8.2445568e+00', ' 2.8431930e+01', '-2.5465059e+01', '-4.1398377e+00', ' 5.4819691e-01', '-1.7674850e+00', '-4.6762267e+00', '-8.2409361e+00', '-2.4773166e+01', '-8.9453357e+00', '-1.6663099e+01', ' 1.5766794e+01', ' 1.3572637e+01', ' 2.0674255e+01', ' 1.6117497e+01', '-7.0840670e+00', '-2.3245303e+01', '-1.2942733e+01', ' 6.6946722e+00', ' 1.9576513e+01', '-1.5571572e+01', '-3.1969351e-01', '-3.0020112e+01', ' 3.0265334e+00', ' 1.6307732e+01', '-6.1718496e+00', ' 7.2081776e+00', ' 1.2651671e+01', ' 1.4448015e+01', '-2.6346603e+00', '-1.0969633e+01', ' 2.5470017e+00', '-2.2312090e+01', '-1.5369886e+01', ' 1.5848428e+01', '-1.7398249e+01', '-9.6366058e+00', '-2.5760182e+01', ' 5.4159333e+00', '-4.9179999e+00', '-1.7272181e+01', '-1.3352726e+01']
['-4.5513085e+00', '-2.5242485e+00', '-2.0280401e+01', '-2.2354323e+01', ' 1.6482402e+00', ' 2.0153086e+01', ' 2.0245750e+01', ' 1.2092270e+01', '-2.3116667e+01', '-2.1296931e+01', ' 1.2763805e+01', '-2.2337913e+01', '-1.2913804e+01', '-2.4507168e+01', ' 2.3567034e+01', '-6.7236763e+00', ' 0.0000000e+00', ' 1.6783151e+00', ' 2.6967073e+01', '-2.4567932e+01', ' 1.2379214e+01', ' 2.3041601e+01', ' 1.1784299e+01', '-2.3306751e+01', ' 7.5429754e+00', '-2.1566019e+00', ' 1.8108779e+01', '-2.7218574e+01', ' 2.3635740e+01', ' 2.1571157e+01', ' 1.0121987e+01', '-8.5127052e+00', '-2.8189180e+01', ' 2.1205326e+01', '-1.0907827e+01', ' 2.2491328e+01', '-9.9828765e+00', ' 3.4386673e+00', ' 2.2981781e+01', '-9.4149861e+00', '-9.0807607e+00', ' 4.1301351e+00', '-2.3062036e+01', ' 3.2584901e+01', ' 9.2117452e+00', '-1.7399032e+01', '-2.4267199e+01', ' 1.7402426e+01', '-1.2173081e+01', ' 1.7226417e+01', '-1.4010596e+01', '-4.1416804e+00', '-1.0813298e+01', ' 6.4369982e+00', ' 1.6246244e+00', ' 5.6877864e-01', ' 1.6607557e+01', ' 2.7967808e+01', ' 2.0876589e+00', '-1.2779660e+01', '-2.6675926e+01', ' 1.7197389e+00', '-6.0627959e+00', '-1.6471280e+01', '-3.8255513e+00', '-2.0168365e+01', ' 1.6580414e+01', '-2.4568823e+00', '-3.3447347e+00', '-1.5977492e+00', '-1.1421403e+01', '-2.4544052e+01', '-1.5868297e+01', '-9.8129523e+00', ' 1.0612522e+01', ' 4.8327643e+00', '-1.6822377e+01', ' 2.9103740e+00', '-1.3816317e+01', '-1.3013477e+01', '-1.9552658e+01', '-1.7529719e+01', ' 2.2803815e+01', '-4.7358293e+00', '-1.2515037e+01', '-2.3944977e+01', ' 2.5381380e+00', '-6.9110817e+00', '-4.4462821e+00', ' 9.3934041e-01', ' 2.0171769e+01', ' 2.4631498e+01', ' 1.9756729e+01', '-1.8997877e+01', ' 1.7280970e+01', '-2.3073681e+01', '-1.4221686e+01', '-8.5734122e+00', ' 4.6226415e-01', '-1.6447566e+01']
['2.7160444e+01', '-1.3326745e+01', ' 4.4580763e+00', ' 3.1449871e+01', ' 1.9320074e+01', ' 1.7644318e+01', '-1.6009234e+00', '-1.9752827e+00', ' 3.5264601e+00', '-2.1852342e+01', ' 8.9642115e-01', ' 1.4038648e+01', ' 4.5112953e+00', ' 2.4123079e+01', '-2.4152371e+00', ' 1.8677586e+01', ' 1.6783151e+00', ' 0.0000000e+00', ' 6.6429931e+00', ' 7.1950000e+00', '-6.4342921e-02', ' 9.4525055e+00', ' 2.6038467e+00', '-5.2032503e+00', ' 1.6892428e+01', ' 4.0488198e-01', '-2.2582935e+01', '-7.5556841e+00', '-9.2531677e+00', '-2.8639582e+00', ' 7.8801186e+00', ' 7.1788869e+00', '-1.6290268e+01', ' 4.3211095e+00', '-7.1196080e+00', '-1.9013672e+01', '-3.1766054e+00', ' 1.1524085e+01', ' 1.3426651e+01', ' 8.6872839e+00', ' 4.0682396e+00', '-8.7978299e+00', '-1.0005559e+01', '-1.6053636e+01', '-5.6706683e+00', ' 4.0166147e+00', '-1.7597701e+00', '-9.2260384e+00', ' 1.2612063e+01', ' 3.5571788e+00', '-8.7841896e+00', ' 6.4716157e+00', '-4.5270968e-01', '-4.9076453e+00', ' 3.1820089e+00', '-4.3314772e+00', ' 5.7628793e-01', ' 7.8515845e+00', ' 1.9185467e-01', '-1.1231513e+01', ' 8.8943820e+00', '-1.2528967e+00', ' 1.4423255e+01', '-1.4128910e+00', '-2.4281168e+00', '-9.1808269e+00', ' 1.1466105e+01', ' 1.4966228e+01', ' 9.3638046e+00', ' 1.8927590e+00', ' 3.0912822e+00', '-1.5030375e+01', ' 1.6266215e+01', '-4.2719412e-01', ' 6.4688904e+00', '-1.6158516e+01', '-1.1888445e+01', ' 7.5353167e+00', '-9.1209137e+00', ' 6.7628827e+00', '-2.5195303e+01', '-5.6852335e+00', '-9.7895230e+00', ' 1.6399855e+01', ' 1.1590681e+01', ' 8.1014688e+00', ' 1.8959286e+01', ' 8.4058672e+00', '-4.9339655e+00', ' 5.0801821e+00', ' 5.1615229e+00', ' 1.0570956e+01', ' 6.8699488e+00', ' 8.0389496e+00', '-1.0739626e+01', '-1.2046923e+01', '-1.0092802e+01', '-3.1786711e+00', '-5.1262041e+00', ' 3.9701311e+00']
['-9.6700733e+00', ' 7.3811603e+00', '-1.7333292e+01', '-1.8295282e+01', '-6.5852812e+00', '-4.5146919e+00', ' 1.6427877e+00', ' 8.6724400e-01', '-2.5507735e+01', '-2.1306447e+01', '-6.7533887e-01', ' 1.3762856e+01', '-2.6607416e+01', '-4.2229806e+00', '-2.0701838e+01', ' 1.6480879e+01', ' 2.6967073e+01', ' 6.6429931e+00', ' 0.0000000e+00', '-1.9233699e+01', '-1.4574936e+01', ' 4.9935916e+00', ' 1.4774648e+01', ' 2.8176587e+01', '-2.4723831e+00', '-7.0882430e+00', '-2.5392734e+01', '-2.2155052e+01', ' 2.9292323e+01', '-1.7740672e+01', '-3.5783021e+00', '-9.6493031e+00', ' 7.0197811e+00', ' 1.4079140e+01', '-2.3058003e+01', ' 8.0209780e+00', '-4.7799204e-01', '-1.5439588e+01', '-2.1367782e+01', ' 3.1404740e+01', ' 1.3629317e+01', ' 2.6608441e+00', ' 3.0733225e+01', ' 1.5785117e+01', '-1.9923325e+01', '-3.1771426e+00', ' 1.0619074e+01', ' 7.2278620e-01', '-1.2379586e+01', '-4.0412317e+00', ' 5.5095485e+00', ' 2.0025315e+01', ' 2.8223122e+01', '-1.7975187e+01', '-8.3384140e+00', ' 2.4933922e+01', ' 2.6873612e+01', ' 2.6897268e+01', ' 1.2338566e+01', '-1.5765471e+01', ' 2.4370899e+01', ' 6.0133460e+00', '-1.5884885e+01', '-1.7213141e+01', '-3.3176639e+00', ' 5.8720908e+00', ' 9.1001124e+00', '-2.4442495e+01', '-1.0647753e+01', '-1.4617244e+01', '-2.5213547e+00', '-1.7067285e+01', '-1.2661800e+01', '-1.1768616e+01', '-3.0724824e+01', ' 8.4700433e+00', '-1.5283944e+01', ' 2.5060950e+01', '-1.6219292e+01', '-8.6555065e+00', '-1.6946260e+01', '-2.0444661e+01', '-5.9751165e+00', ' 6.0559602e+00', ' 1.9907408e+00', '-2.1029071e+01', '-2.1175757e+01', '-1.5236432e+01', ' 1.0528993e+01', ' 8.3134851e+00', '-8.5846671e+00', ' 1.7344941e+01', '-7.3656745e+00', ' 9.4692105e+00', '-2.9317596e+00', '-2.0100551e+01', '-4.6044812e+00', '-1.2804755e+00', '-1.1997746e+01', '-1.7431613e+01']
['3.4231604e+00', '-1.8884673e+01', ' 1.5965884e+01', ' 4.7645683e+00', '-3.8972849e+00', ' 1.8231126e+01', ' 4.9961963e+00', '-2.1261796e+01', ' 8.0840295e+00', '-6.3860649e-01', ' 9.6444761e+00', '-1.4446385e+00', ' 1.3432533e+01', '-1.8335654e+01', ' 6.3531821e+00', '-1.8113597e+01', '-2.4567932e+01', ' 7.1950000e+00', '-1.9233699e+01', ' 0.0000000e+00', '-5.0345573e+00', ' 7.6506800e+00', ' 2.0560103e+01', ' 1.9985319e+01', ' 6.3874944e+00', '-5.3446789e+00', ' 1.0502356e+01', ' 8.2374268e+00', ' 1.9802538e+00', '-1.5142471e+01', ' 9.1293308e+00', ' 2.8174721e+01', '-9.1245833e+00', ' 1.9347234e+01', '-2.9227211e+01', ' 2.9444104e+01', '-1.1911302e+01', '-1.8941765e+01', ' 9.1647736e+00', ' 2.0574183e+01', '-1.6395368e+01', '-3.1040791e+01', ' 4.4059175e+00', ' 1.8832916e+01', '-1.7533343e+01', '-2.9882021e+01', '-1.6985599e+01', ' 2.4861142e+01', '-1.4924649e+01', ' 4.8218475e+00', ' 1.9404963e+01', '-2.0170175e+01', '-2.0010119e+01', ' 2.1498828e+01', '-1.6911204e+01', '-1.3491996e+01', ' 2.2186735e+01', '-2.9667073e+01', '-1.1768500e+01', ' 1.1025895e+01', '-2.4994913e+00', '-8.0611649e+00', ' 1.8576589e+01', '-2.3877236e+00', ' 4.8998481e+00', ' 9.9500664e+00', ' 4.5014810e+00', '-1.4367212e+01', '-1.3642308e+01', '-2.0762931e+01', ' 1.0380067e+01', '-2.7220033e+01', ' 1.8816464e+01', '-7.5560313e+00', ' 1.6654485e+01', ' 2.0338550e+01', '-1.9712620e+01', '-1.3146058e+01', '-2.2810069e+01', ' 7.1854714e+00', '-1.6226983e+01', '-1.2272415e+01', '-2.0345535e+01', ' 2.3568946e+01', ' 9.5197123e-01', '-2.2992882e+01', ' 2.4770515e+01', '-1.4280763e+01', '-1.5041655e+01', '-1.1128507e+01', ' 2.1505684e+01', ' 7.1688490e+00', '-6.6448965e+00', ' 1.6118434e+01', '-4.2134760e+00', '-6.6172100e+00', ' 6.5783973e+00', '-1.1613639e+01', ' 5.7455813e-02', '-5.9931046e+00']
['1.9441361e+00', '-1.3167962e+01', '-7.9931775e+00', ' 2.2017603e+00', '-3.0909892e+01', ' 8.2263739e+00', ' 2.0062631e+01', '-3.8285935e+00', ' 1.7302109e+01', '-1.4665792e+01', '-3.1600826e+01', '-2.5958462e+01', '-1.2987061e+01', ' 1.5120984e+01', ' 2.1443320e+01', ' 1.0759960e+00', ' 1.2379214e+01', '-6.4342921e-02', '-1.4574936e+01', '-5.0345573e+00', ' 0.0000000e+00', '-1.5569937e+01', '-1.5024797e+01', '-3.3715027e-02', '-7.4454491e-02', ' 5.4325593e+00', '-9.2467498e+00', '-7.6826623e+00', ' 5.4413979e+00', ' 7.9022525e+00', ' 1.0746567e+01', ' 1.5239653e+01', '-7.2459737e+00', ' 1.2957140e-01', ' 2.9559185e+01', ' 2.8687357e+01', ' 2.7831169e+01', '-8.0852115e+00', '-1.5420123e+01', ' 7.9217230e+00', ' 2.9483828e+01', ' 2.1232075e+01', '-3.4025693e+01', ' 7.2984471e+00', ' 1.1973235e+01', '-1.7514701e+01', '-6.8102272e+00', '-2.2405328e+01', ' 4.7063195e+00', ' 1.4885332e+01', ' 2.5160318e+01', ' 1.4957246e+01', ' 1.1945930e+01', ' 5.7716124e+00', ' 8.0859082e-01', '-1.5638228e+01', ' 2.7725755e+01', ' 7.5755647e+00', ' 2.2183355e+01', ' 1.8922760e+01', '-6.2924667e+00', ' 9.1300671e+00', '-2.1932897e-01', '-1.2678008e+01', '-5.5030410e+00', ' 2.1276512e+00', '-1.3931224e+01', '-9.7183721e+00', ' 1.1581985e+00', '-2.0524542e+01', '-8.8042105e-01', ' 2.8595281e+01', '-6.3452531e+00', '-4.6923351e+00', '-2.5207482e+01', '-1.2410340e+01', '-2.0371662e+01', ' 6.7539665e+00', '-1.6699712e+01', ' 1.9624391e+01', '-2.8207579e+01', '-2.1652769e+01', '-2.0930641e+01', '-3.1133658e+01', ' 2.9389485e+00', '-2.4927015e+01', ' 7.1872567e+00', ' 7.5286321e+00', '-4.5506917e+00', ' 1.4679940e+01', '-6.9053645e+00', ' 1.3594316e+01', ' 1.9842618e+01', ' 2.2270919e+01', ' 1.3073274e+01', '-2.1050514e+01', '-1.6619790e+01', '-2.1404258e+01', ' 2.3206330e+01', '-2.6444987e+01']
['-7.9816084e+00', '-1.9876422e+01', ' 1.5484455e+01', ' 9.7117891e+00', '-4.8840760e+00', ' 1.1154393e+01', ' 4.0519377e+00', '-3.1840566e+01', ' 1.4905563e+01', '-2.5198587e+00', '-1.4741838e+01', '-2.1373402e+01', '-5.2891095e+00', ' 2.5580400e-01', ' 2.4374356e+01', '-2.5950604e+01', ' 2.3041601e+01', ' 9.4525055e+00', ' 4.9935916e+00', ' 7.6506800e+00', '-1.5569937e+01', ' 0.0000000e+00', ' 2.7115430e+01', '-1.8628835e+01', ' 1.3078170e+01', '-2.2887306e+01', ' 2.1360568e+01', '-2.6737514e+01', '-1.0019670e+01', '-2.4864802e+01', '-9.8681176e-01', '-1.6789437e+01', ' 2.3077211e+01', ' 1.6609810e+01', '-2.2310621e+01', '-2.8846973e+01', ' 2.3078584e+01', ' 3.9804027e+00', '-2.7705594e+01', '-2.1259386e+01', ' 1.8489766e+01', ' 2.5312830e+01', ' 1.5502718e+01', ' 1.2205811e+01', ' 1.5837124e+00', '-1.7813142e+01', '-2.6477770e+01', '-2.0663258e+01', '-1.6267571e+01', ' 3.0413334e+01', '-1.0473754e+01', '-5.7922966e+00', ' 2.1776955e+01', ' 2.6121776e+01', ' 1.5264318e+01', '-1.0208058e+01', ' 3.0885990e+01', ' 3.8141896e-01', ' 1.3774773e+00', ' 9.0625944e+00', ' 2.3297378e+01', ' 1.1943116e+01', ' 1.6834380e+01', '-1.0800823e+01', '-2.0781383e+00', ' 2.8587096e+01', '-2.2011616e+01', '-2.2995910e+01', ' 4.8877995e+00', ' 6.2030357e+00', '-6.3566524e+00', '-1.6656001e+01', ' 8.7133964e+00', '-1.9587017e+00', '-6.5102832e+00', ' 3.8483402e+00', '-1.7875802e+01', ' 2.2504841e+01', '-1.0704342e+01', '-2.2237614e+01', ' 8.0517646e+00', '-1.3428525e+01', ' 1.3884084e+00', '-1.4490663e+01', '-7.0749779e+00', '-6.5683861e+00', '-2.3806959e+01', ' 2.2472449e+01', '-1.0885799e+01', ' 1.3155919e+01', ' 4.7164983e+00', ' 2.2579465e+01', ' 1.4237393e+01', ' 9.0690291e+00', ' 6.5107503e+00', '-2.6178162e+01', ' 7.5061674e+00', '-1.2044578e-01', ' 1.4966289e+01', '-5.7364611e-01']
